id,contact_id,tag_id,created_at
f93a60a2-ed9a-455e-9dee-a5c2d05ce792,30b523b3-aa4e-4d5d-974c-c2285051d183,4515fbe1-15c8-44f8-9481-ba6f0cdd6630,2020-11-05T11:10:44Z
c3cd702a-0a05-4684-ba6d-8721f0c446e8,30b523b3-aa4e-4d5d-974c-c2285051d183,b71c8337-3436-4180-9765-60fee1099b86,2020-11-05T11:10:44Z
34ae6402-8db4-45e6-9800-660ccd3ef912,30b523b3-aa4e-4d5d-974c-c2285051d183,769366c0-7a84-4807-b82b-2261eba6d130,2020-11-05T11:10:44Z
9579a53e-f15b-4836-9a0a-46196bbaad67,30b523b3-aa4e-4d5d-974c-c2285051d183,842874be-f5de-4638-862b-1bc4b3205ff9,2020-11-05T11:10:44Z
0aee1a07-7c88-41e1-937c-994dba45251e,30b523b3-aa4e-4d5d-974c-c2285051d183,9ef583af-6f07-4844-8678-43d5233ed022,2020-11-05T11:10:44Z
0686f3e5-b01b-4d48-a3a2-558c7615765b,30b523b3-aa4e-4d5d-974c-c2285051d183,1427eea8-5d35-40f6-88a1-b4b9b8e8b75f,2020-11-05T11:10:44Z
50afabed-a5a7-49a4-b63d-dfa9a91cf2e0,30b523b3-aa4e-4d5d-974c-c2285051d183,c5d23a6a-2e06-4029-ae92-57439b32f651,2020-11-05T11:10:44Z
c978ebfc-6091-4aaf-b07c-76e001e2357c,30b523b3-aa4e-4d5d-974c-c2285051d183,c44f9781-a9ad-4f68-88e2-4a30ce4c4da1,2020-11-05T11:10:44Z
47d433e0-b90a-415f-bdb6-e4dbadc3c94d,30b523b3-aa4e-4d5d-974c-c2285051d183,83c7dfab-7771-4158-a634-0ccbf5f6895e,2020-11-05T11:10:44Z
1754db72-a084-4ece-bf79-78f64d3de442,30b523b3-aa4e-4d5d-974c-c2285051d183,3ef53fba-ad7b-4659-ba3d-165352e1134a,2020-11-05T11:10:44Z
